PROSPECTID,MARITALSTATUS,EDUCATION,GENDER,last_prod_enq2,first_prod_enq2,time_since_recent_payment,num_times_delinquent,unstructured_data_comment
260,Single,12TH,F,others,P1,34,0,Internal report mentions a data breach. Potential operational risk and legal liabilities are being assessed.
261,Married,POST-GRADUATE,M,ConsumerLoan,P1,50,0,Internal incident report notes minor compliance issues that were promptly rectified. Management is proactive.
262,Divorced,GRADUATE,M,others,P2,42,1,Multiple news reports of severe supply chain disruptions and production delays affecting core operations.
263,Single,GRADUATE,M,others,P1,35,0,Positive review from a third-party analyst. No issues reported and strong quarterly earnings announced.
264,Single,12TH,F,others,P1,28,0,Excellent market reputation. Strong financial outlook and recent stock price increase.
265,Married,GRADUATE,F,others,P2,33,0,Client is a key partner in a large government contract. No red flags and consistent performance metrics.
266,Married,POST-GRADUATE,M,ConsumerLoan,P1,50,0,Internal incident report notes minor compliance issues that were promptly rectified. Management is proactive.
267,Single,GRADUATE,F,others,P1,31,0,Company acquired a major competitor. Industry analysts are optimistic about synergies and market share.
268,Married,POST-GRADUATE,M,others,P1,52,0,New partnership announced with a market leader. Market response is very positive and stock price has surged.
269,Married,POST-GRADUATE,M,others,P2,46,1,Employee turnover is high. Negative sentiment on social media regarding company culture and leadership.
270,Married,POST-GRADUATE,M,others,P2,46,1,Employee turnover is high. Negative sentiment on social media regarding company culture and leadership.
271,Divorced,GRADUATE,M,others,P2,44,0,No new information. Standard business operations with consistent financial performance.
272,Married,12TH,M,others,P1,39,0,Customer reported a recent job loss and is struggling with payments. High-risk industry forecast.
273,Married,POST-GRADUATE,M,others,P2,46,1,Employee turnover is high. Negative sentiment on social media regarding company culture and leadership.
274,Divorced,GRADUATE,M,others,P2,42,1,Multiple news reports of severe supply chain disruptions and production delays affecting core operations.
275,Divorced,GRADUATE,F,others,P1,25,0,"News article highlights strong Q3 earnings, exceeding expectations. Solid growth expected."
276,Single,GRADUATE,M,others,P1,35,0,Positive review from a third-party analyst. No issues reported and strong quarterly earnings announced.
277,Divorced,GRADUATE,F,others,P1,25,0,"News article highlights strong Q3 earnings, exceeding expectations. Solid growth expected."
278,Married,POST-GRADUATE,M,others,P2,46,1,Employee turnover is high. Negative sentiment on social media regarding company culture and leadership.
279,Divorced,GRADUATE,M,others,P2,44,0,No new information. Standard business operations with consistent financial performance.
280,Single,12TH,F,others,P1,28,0,Excellent market reputation. Strong financial outlook and recent stock price increase.
281,Single,GRADUATE,M,others,P1,40,0,Customer inquiry about early loan repayment options. Good sign and a positive indicator of financial health.
282,Single,12TH,F,others,P2,27,1,Customer's business is in a declining industry. High competition and low margins are a concern.
283,Married,12TH,F,others,P2,37,0,"Minor customer complaint regarding service speed, quickly resolved. No broader systemic issues identified."
284,Married,12TH,M,others,P1,39,0,Customer reported a recent job loss and is struggling with payments. High-risk industry forecast.
285,Divorced,GRADUATE,M,others,P2,44,0,No new information. Standard business operations with consistent financial performance.
286,Single,12TH,F,others,P2,27,1,Customer's business is in a declining industry. High competition and low margins are a concern.
287,Single,12TH,F,others,P1,34,0,Internal report mentions a data breach. Potential operational risk and legal liabilities are being assessed.
288,Single,12TH,M,others,P2,48,1,Company facing significant legal action for environmental violations with large potential fines.
289,Married,12TH,F,others,P2,37,0,"Minor customer complaint regarding service speed, quickly resolved. No broader systemic issues identified."
290,Divorced,GRADUATE,F,others,P1,25,0,"News article highlights strong Q3 earnings, exceeding expectations. Solid growth expected."
291,Married,12TH,M,others,P1,39,0,Customer reported a recent job loss and is struggling with payments. High-risk industry forecast.
292,Married,12TH,M,others,P1,39,0,Customer reported a recent job loss and is struggling with payments. High-risk industry forecast.
293,Married,GRADUATE,F,others,P2,33,0,Client is a key partner in a large government contract. No red flags and consistent performance metrics.
294,Single,12TH,M,others,P2,48,1,Company facing significant legal action for environmental violations with large potential fines.
295,Divorced,GRADUATE,M,others,P2,42,1,Multiple news reports of severe supply chain disruptions and production delays affecting core operations.
296,Single,12TH,M,others,P2,48,1,Company facing significant legal action for environmental violations with large potential fines.
297,Single,GRADUATE,M,others,P2,41,0,Public statement from CEO about positive future growth and innovative product pipeline.
298,Married,POST-GRADUATE,M,others,P1,52,0,New partnership announced with a market leader. Market response is very positive and stock price has surged.
299,Married,12TH,M,others,P1,39,0,Customer reported a recent job loss and is struggling with payments. High-risk industry forecast.
300,Married,POST-GRADUATE,F,others,P2,30,0,Successful product launch. Company is expanding into new international markets with significant investment.
301,Single,GRADUATE,M,others,P1,40,0,Customer inquiry about early loan repayment options. Good sign and a positive indicator of financial health.
302,Divorced,GRADUATE,F,others,P1,25,0,"News article highlights strong Q3 earnings, exceeding expectations. Solid growth expected."
303,Married,12TH,M,others,P1,39,0,Customer reported a recent job loss and is struggling with payments. High-risk industry forecast.
304,Married,12TH,F,ConsumerLoan,P2,29,0,Customer's business is stable and has a long history of on-time payments. Diversified portfolio.
305,Married,12TH,M,others,P1,39,0,Customer reported a recent job loss and is struggling with payments. High-risk industry forecast.
306,Single,GRADUATE,M,others,P2,41,0,Public statement from CEO about positive future growth and innovative product pipeline.
307,Married,12TH,F,others,P2,37,0,"Minor customer complaint regarding service speed, quickly resolved. No broader systemic issues identified."
308,Single,GRADUATE,M,others,P1,40,0,Customer inquiry about early loan repayment options. Good sign and a positive indicator of financial health.
309,Married,12TH,F,others,P2,37,0,"Minor customer complaint regarding service speed, quickly resolved. No broader systemic issues identified."
310,Married,POST-GRADUATE,M,others,P1,52,0,New partnership announced with a market leader. Market response is very positive and stock price has surged.
311,Married,POST-GRADUATE,M,others,P1,55,1,News reports indicate significant layoffs and restructuring plans due to market downturn. Financial instability noted.
312,Single,12TH,F,others,P2,27,1,Customer's business is in a declining industry. High competition and low margins are a concern.
313,Divorced,GRADUATE,F,others,P1,25,0,"News article highlights strong Q3 earnings, exceeding expectations. Solid growth expected."
314,Divorced,GRADUATE,F,others,P1,25,0,"News article highlights strong Q3 earnings, exceeding expectations. Solid growth expected."
315,Married,12TH,M,others,P1,39,0,Customer reported a recent job loss and is struggling with payments. High-risk industry forecast.
316,Married,POST-GRADUATE,M,others,P2,46,1,Employee turnover is high. Negative sentiment on social media regarding company culture and leadership.
317,Single,12TH,M,others,P2,48,1,Company facing significant legal action for environmental violations with large potential fines.
318,Single,GRADUATE,M,others,P1,40,0,Customer inquiry about early loan repayment options. Good sign and a positive indicator of financial health.
319,Married,POST-GRADUATE,M,others,P1,55,1,News reports indicate significant layoffs and restructuring plans due to market downturn. Financial instability noted.
